idade,genero,ds_ensino_medio,ds_ingresso,cd_curso,valor_mensalidade_liquido,qtd_mensalidade_paga_atraso,qtd_semestres_curso,qtd_reprovacoes,coeficiente_rendimento,situacao,evasao,media_acessos_por_dia,semestres_existencia_curso,categoria_motivo_cancelamento,qtd_professores,qtd_professores_mestrado,qtd_professores_doutorado,qtd_professores_especialista,qtd_professores_graduado,qtd_professores_M,qtd_professores_F,idade_media_professores,cluster
39,F,Não informado,Vestibular,PED_EAD,190.00302400000004,0,8,1,7.94,CONCLUIDO,0,0.2837465564738292,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
36,F,Não informado,Vestibular,EDU.ESP_EAD,362.52914,6,8,0,7.7,ABANDONO,1,0.4044321329639889,10,Questões Financeiras,3.0,3,0,0,0,0,3,42.0,2
36,F,Não informado,Vestibular,PED_EAD,174.88502400000004,0,8,1,8.05,CONCLUIDO,0,0.4044321329639889,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
27,F,Não informado,Vestibular,PED_EAD,190.00302400000004,6,8,9,6.98,CONCLUIDO,0,0.6721763085399449,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
27,F,Não informado,Vestibular,PED_EAD,190.00302400000004,12,8,9,6.98,CONCLUIDO,0,0.6721763085399449,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
42,F,Não informado,Vestibular,PED_EAD,151.18,8,8,2,7.85,CONCLUIDO,0,0.8422535211267606,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
38,F,Escola Pública,Vestibular,ADM_EAD,307.98614,1,8,5,4.06,CONCLUIDO,0,0.8088235294117647,8,NA,15.0,5,2,8,0,3,12,43.2,3
38,F,Escola Pública,Vestibular,ADM_EAD,307.98614,9,8,5,4.06,CONCLUIDO,0,0.8088235294117647,8,NA,1.0,1,0,0,0,1,0,43.0,2
34,F,Não informado,Vestibular,PED_EAD,151.18,0,8,1,8.54,CONCLUIDO,0,0.6712707182320442,13,NA,16.0,4,2,8,2,1,15,45.125,4
42,F,Não informado,Segunda Graduação,HIST_EAD,151.18,0,8,9,6.03,TRANCADA,0,0.419753086419753,10,NA,9.0,2,1,5,1,1,8,45.55555555555556,2
39,F,Escola Pública,Vestibular,PED_EAD,196.534,12,8,1,7.71,ABANDONO,1,3.0849056603773586,13,Questões Financeiras,8.0,4,1,3,0,2,6,44.625,2
39,F,Escola Pública,Vestibular,PED_EAD,196.534,19,8,1,7.71,CONCLUIDO,0,3.0849056603773586,13,NA,4.0,2,0,2,0,0,4,43.25,2
26,F,Não informado,Vestibular,PED_EAD,151.18,4,8,7,7.14,CONCLUIDO,0,0.2292817679558011,13,NA,16.0,4,2,8,2,1,15,45.125,4
39,F,Não informado,Segunda Graduação,PED_EAD,151.18,0,8,1,7.81,CONCLUIDO,0,1.977961432506887,13,NA,8.0,4,1,3,0,2,6,44.625,2
39,F,Não informado,Segunda Graduação,PED_EAD,151.18,0,8,1,7.81,CONCLUIDO,0,1.977961432506887,13,NA,4.0,2,0,2,0,0,4,43.25,2
37,F,Não informado,Vestibular,EDU.ESP_EAD,307.80433,4,8,4,0.55,ABANDONO,1,0.5,10,Problemas Técnicos ou Administrativos,9.0,2,0,6,1,0,9,47.0,0
31,F,Não informado,Vestibular,PED_EAD,151.18,2,8,5,7.43,CONCLUIDO,0,0.1472222222222222,13,NA,16.0,4,2,8,2,1,15,45.125,4
23,F,Não informado,Vestibular,PED_EAD,151.18,0,8,1,7.72,CONCLUIDO,0,0.2231404958677686,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
38,F,Não informado,Vestibular,ADM_EAD,285.820725,0,8,0,7.87,TRANSF. INT.,0,1.415041782729805,8,NA,15.0,5,2,8,0,3,12,43.2,3
38,F,Não informado,Vestibular,PRO_GER_EAD,262.96956,1,4,0,7.37,CONCLUIDO,0,1.415041782729805,5,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
38,F,Não informado,Vestibular,PRO_GER_EAD,262.96956,2,4,0,7.37,CONCLUIDO,0,1.415041782729805,5,NA,14.0,2,1,10,1,1,13,46.35714285714285,1
38,F,Não informado,Vestibular,PED_EAD,190.00302400000004,1,8,0,8.26,CONCLUIDO,0,0.25,13,NA,3.0,1,0,1,1,0,3,43.66666666666666,2
38,F,Não informado,Vestibular,PED_EAD,190.00302400000004,1,8,0,8.26,TRANCADA,0,0.25,13,NA,4.0,2,0,1,1,0,4,43.75,2
31,F,Não informado,Vestibular,PED_EAD,190.00302400000004,2,8,4,7.31,CONCLUIDO,0,0.1928374655647383,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
48,F,Não informado,Segunda Graduação,EDU.ESP_EAD,307.44071,0,8,0,8.64,CONCLUIDO,0,1.6232294617563738,10,NA,13.0,2,2,8,1,2,11,48.0,0
48,F,Não informado,Segunda Graduação,EDU.ESP_EAD,307.44071,0,8,0,8.64,CONCLUIDO,0,1.6232294617563738,10,NA,1.0,1,0,0,0,0,1,44.0,2
36,F,Não informado,Vestibular,PED_EAD,190.00302400000004,0,8,2,7.56,CONCLUIDO,0,0.7970149253731343,13,NA,8.0,4,1,3,0,2,6,44.625,2
36,F,Não informado,Vestibular,PED_EAD,190.00302400000004,0,8,2,7.56,CONCLUIDO,0,0.7970149253731343,13,NA,4.0,2,0,2,0,0,4,43.25,2
34,F,Escola Pública,Vestibular,PED_EAD,151.18,0,8,11,6.22,CONCLUIDO,0,0.4765840220385675,13,NA,16.0,4,2,8,2,1,15,45.125,4
23,F,Não informado,Vestibular,PED_EAD,257.00600000000003,0,8,13,6.15,CONCLUIDO,0,3.825214899713467,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
23,F,Não informado,Vestibular,PED_EAD,257.00600000000003,3,8,13,6.15,CONCLUIDO,0,3.825214899713467,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
28,F,Não informado,Vestibular,ADM_EAD,307.98614,5,8,3,4.2,ABANDONO,1,0.2652439024390244,8,Questões Financeiras,14.0,2,2,8,2,3,11,45.57142857142857,0
26,F,Escola Pública,Vestibular,PED_EAD,151.18,11,8,4,7.32,CONCLUIDO,0,0.638121546961326,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
26,F,Escola Pública,Vestibular,PED_EAD,151.18,17,8,4,7.32,CONCLUIDO,0,0.638121546961326,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
24,F,Escola Pública,Reingresso,PED_EAD,151.18,0,8,20,4.58,CONCLUIDO,0,0.1472222222222222,13,NA,3.0,1,0,1,1,0,3,43.66666666666666,2
24,F,Escola Pública,Reingresso,PED_EAD,151.18,0,8,20,4.58,CONCLUIDO,0,0.1472222222222222,13,NA,4.0,2,0,1,1,0,4,43.75,2
25,M,Não informado,Segunda Graduação,ADM_EAD,308.16795,1,8,3,5.88,CONCLUIDO,0,0.8243243243243243,8,NA,15.0,5,2,8,0,3,12,43.2,3
25,M,Não informado,Segunda Graduação,ADM_EAD,308.16795,5,8,3,5.88,CONCLUIDO,0,0.8243243243243243,8,NA,1.0,1,0,0,0,1,0,43.0,2
43,F,Não informado,Vestibular,PED_EAD,151.18,1,8,1,8.7,CONCLUIDO,0,1.0606060606060606,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
35,F,Não informado,Vestibular,PED_EAD,151.18,0,8,2,8.11,TRANCADA,0,0.0831024930747922,13,NA,8.0,4,1,3,0,2,6,44.625,2
23,F,Não informado,Vestibular,PED_EAD,257.00600000000003,1,8,3,7.68,CONCLUIDO,0,0.1232091690544412,13,NA,16.0,4,2,8,2,1,15,45.125,4
45,F,Não informado,Vestibular,PED_EAD,253.07532,2,8,7,7.12,CONCLUIDO,0,0.2654320987654321,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
24,F,Não informado,Vestibular,PRO_IND_EAD,99.00051,0,6,8,3.98,CONCLUIDO,0,0.5842696629213483,4,NA,13.0,2,3,6,2,3,10,45.69230769230769,3
24,F,Não informado,Vestibular,PRO_IND_EAD,99.00051,0,6,8,3.98,CONCLUIDO,0,0.5842696629213483,4,NA,9.0,2,0,6,1,0,9,46.55555555555556,0
32,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,0,8,5,5.03,CONCLUIDO,0,0.7344827586206897,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
32,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,0,8,5,5.03,CONCLUIDO,0,0.7344827586206897,4,NA,14.0,4,0,9,1,0,14,43.642857142857146,4
47,F,Escola Pública,Vestibular,PED_EAD,196.534,9,8,1,7.92,CONCLUIDO,0,0.5767045454545454,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
28,F,Não informado,Vestibular,PED_EAD,151.18,1,8,4,8.03,CONCLUIDO,0,0.1883656509695291,13,NA,16.0,4,2,8,2,1,15,45.125,4
35,F,Não informado,Vestibular,PED_EAD,218.25696,0,8,13,5.0,CONCLUIDO,0,0.6256983240223464,13,NA,3.0,1,0,1,1,0,3,43.66666666666666,2
35,F,Não informado,Vestibular,PED_EAD,218.25696,1,8,13,5.0,CONCLUIDO,0,0.6256983240223464,13,NA,4.0,2,0,1,1,0,4,43.75,2
43,F,Escola Pública,Vestibular,GEST_AMB,92.355,14,4,3,6.19,CONCLUIDO,0,0.072463768115942,14,NA,16.0,4,2,9,1,3,13,43.75,1
27,F,Escola Pública,Vestibular,PED_EAD,151.18,3,8,15,4.91,ABANDONO,1,0.39,13,Questões Financeiras,8.0,4,1,3,0,2,6,44.625,2
27,F,Escola Pública,Vestibular,PED_EAD,151.18,14,8,15,4.91,CONCLUIDO,0,0.39,13,NA,4.0,2,0,2,0,0,4,43.25,2
24,F,Escola Pública,Transferência,PRO_GER_EAD,264.06072,0,4,6,3.62,CONCLUIDO,0,0.4098939929328622,5,NA,13.0,1,2,8,2,4,9,45.92307692307692,1
24,F,Escola Pública,Transferência,PRO_GER_EAD,264.06072,0,4,6,3.62,CONCLUIDO,0,0.4098939929328622,5,NA,11.0,2,1,7,1,1,10,46.36363636363637,1
33,F,Não informado,Vestibular,PED_EAD,151.18,0,8,0,8.84,CONCLUIDO,0,0.1899441340782122,13,NA,16.0,4,2,8,2,1,15,45.125,4
28,F,Não informado,Vestibular,PED_EAD,151.18,2,8,4,7.35,CONCLUIDO,0,0.5734463276836158,13,NA,8.0,4,1,3,0,2,6,44.625,2
28,F,Não informado,Vestibular,PED_EAD,151.18,2,8,4,7.35,CONCLUIDO,0,0.5734463276836158,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
23,F,Não informado,Vestibular,PED_EAD,151.18,3,8,4,7.71,CONCLUIDO,0,1.696969696969697,13,NA,8.0,4,1,3,0,2,6,44.625,2
23,F,Não informado,Vestibular,PED_EAD,151.18,3,8,4,7.71,CONCLUIDO,0,1.696969696969697,13,NA,4.0,2,0,2,0,0,4,43.25,2
24,F,Não informado,Vestibular,PED_EAD,151.18,3,8,2,8.3,CONCLUIDO,0,0.2039106145251396,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
25,F,Não informado,Vestibular,PED_EAD,257.00600000000003,0,8,8,7.0,CONCLUIDO,0,1.5,13,NA,3.0,1,0,1,1,0,3,43.66666666666666,2
25,F,Não informado,Vestibular,PED_EAD,257.00600000000003,3,8,8,7.0,CONCLUIDO,0,1.5,13,NA,4.0,2,0,1,1,0,4,43.75,2
27,F,Não informado,Vestibular,EST_COS_EAD,330.66502,6,5,8,0.42,ABANDONO,1,0.0125786163522012,4,Questões Financeiras,10.0,3,0,6,1,1,9,45.4,1
39,F,Escola Pública,Vestibular,PED_EAD,257.00600000000003,0,8,16,5.86,CONCLUIDO,0,0.8066298342541437,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
24,F,Escola Pública,Vestibular,EDU.ESP_EAD,307.44071,0,8,0,7.16,CONCLUIDO,0,0.8753462603878116,10,NA,13.0,2,2,8,1,2,11,48.0,0
24,F,Escola Pública,Vestibular,EDU.ESP_EAD,307.44071,0,8,0,7.16,CONCLUIDO,0,0.8753462603878116,10,NA,1.0,1,0,0,0,0,1,44.0,2
32,M,Não informado,Vestibular,CIC_EAD,307.80433,0,8,0,7.89,CONCLUIDO,0,1.2320441988950277,8,NA,19.0,4,2,12,1,4,15,42.94736842105263,3
32,M,Não informado,Vestibular,CIC_EAD,307.80433,0,8,0,7.89,CONCLUIDO,0,1.2320441988950277,8,NA,14.0,2,1,10,1,1,13,46.35714285714285,0
32,F,Escola Privada,Vestibular,PED_EAD,151.18,0,8,1,8.1,CONCLUIDO,0,0.1772853185595568,13,NA,16.0,4,2,8,2,1,15,45.125,4
37,F,Não informado,Vestibular,PED_EAD,151.18,2,8,1,8.77,CONCLUIDO,0,0.2696629213483146,13,NA,16.0,4,2,8,2,1,15,45.125,4
30,F,Não informado,Vestibular,PED_EAD,151.18,0,8,0,8.74,CONCLUIDO,0,0.1076487252124645,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
44,M,Não informado,Segunda Graduação,MAT_EAD,307.80433,3,8,6,5.92,CONCLUIDO,0,0.6591549295774648,8,NA,7.0,3,2,2,0,1,6,45.85714285714285,2
44,M,Não informado,Segunda Graduação,MAT_EAD,307.80433,5,8,6,5.92,CONCLUIDO,0,0.6591549295774648,8,NA,1.0,1,0,0,0,1,0,24.0,2
44,F,Escola Pública,Vestibular,PED_EAD,151.18,1,8,1,8.17,CONCLUIDO,0,0.3351648351648351,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
24,M,Não informado,Vestibular,ADM_EAD,307.513434,1,8,0,8.21,CONCLUIDO,0,0.7071651090342679,8,NA,19.0,4,2,12,1,4,15,42.8421052631579,3
24,M,Não informado,Vestibular,ADM_EAD,307.513434,4,8,0,8.21,CONCLUIDO,0,0.7071651090342679,8,NA,15.0,2,2,10,1,1,14,46.0,0
37,F,Não informado,Vestibular,PED_EAD,151.18,0,8,2,8.5,CONCLUIDO,0,0.0,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
42,F,Escola Pública,Vestibular,LIC_PED_EAD,359.98380000000003,0,8,1,5.3,CONCLUIDO,0,0.6822916666666666,4,NA,15.0,5,0,8,2,0,15,45.0,4
43,F,Não informado,Vestibular,PED_EAD,151.18,0,8,0,8.26,CONCLUIDO,0,0.0632530120481927,13,NA,16.0,4,2,8,2,1,15,45.125,4
28,F,Não informado,Segunda Graduação,LIC_LET_EAD,307.80433,0,8,0,8.35,CONCLUIDO,0,0.4632768361581921,4,NA,12.0,2,0,8,2,0,12,43.833333333333336,4
31,M,Não informado,Vestibular,ADM_EAD,362.34733,1,8,4,1.92,ABANDONO,1,0.4558823529411764,8,Questões Financeiras,15.0,5,2,8,0,3,12,43.2,3
23,F,Escola Pública,Vestibular,GESFIN_EAD,310.82472,1,4,1,6.32,CONCLUIDO,0,0.95703125,8,NA,16.0,4,2,9,1,3,13,41.375,1
23,F,Escola Pública,Vestibular,GESFIN_EAD,310.82472,11,4,1,6.32,CONCLUIDO,0,0.95703125,8,NA,10.0,1,1,8,0,0,10,44.1,1
46,F,Não informado,Vestibular,PED_EAD,257.00600000000003,7,8,4,6.73,ABANDONO,1,0.2017045454545454,13,Questões Financeiras,8.0,4,1,3,0,2,6,44.625,2
43,F,Não informado,Vestibular,PED_EAD,151.18,1,8,0,8.56,CONCLUIDO,0,0.657051282051282,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
27,F,Não informado,Vestibular,PED_EAD,337.14352499999995,0,8,1,8.42,CONCLUIDO,0,0.7174515235457064,13,NA,3.0,1,0,1,1,0,3,43.66666666666666,2
27,F,Não informado,Vestibular,PED_EAD,337.14352499999995,3,8,1,8.42,CONCLUIDO,0,0.7174515235457064,13,NA,4.0,2,0,1,1,0,4,43.75,2
41,F,Não informado,Vestibular,PED_EAD,151.18,1,8,6,6.71,CONCLUIDO,0,1.3006756756756757,13,NA,3.0,1,0,1,1,0,3,43.66666666666666,2
41,F,Não informado,Vestibular,PED_EAD,151.18,2,8,6,6.71,CONCLUIDO,0,1.3006756756756757,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
41,F,Não informado,Vestibular,PED_EAD,287.0025,19,8,5,5.84,CONCLUIDO,0,1.011049723756906,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
41,F,Não informado,Vestibular,PED_EAD,287.0025,23,8,5,5.84,CONCLUIDO,0,1.011049723756906,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
37,F,Escola Pública,Vestibular,PED_EAD,151.18,1,8,3,7.98,CONCLUIDO,0,0.3822714681440443,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
37,F,Escola Pública,Vestibular,PED_EAD,151.18,2,8,3,7.98,CONCLUIDO,0,0.3822714681440443,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
53,M,Não informado,Vestibular,LET_EAD,337.65,10,8,19,0.14,ABANDONO,1,0.3143712574850299,10,Questões Financeiras,10.0,2,2,5,1,2,8,44.0,2
53,M,Não informado,Vestibular,LET_EAD,337.65,20,8,19,0.14,CONCLUIDO,0,0.3143712574850299,10,NA,8.0,1,0,7,0,0,8,42.25,0
37,F,Não informado,Segunda Graduação,PED_EAD,232.51484,1,8,4,7.79,CONCLUIDO,0,0.2082111436950146,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
26,F,Não informado,Vestibular,PED_EAD,257.00600000000003,0,8,0,8.14,CONCLUIDO,0,0.6480446927374302,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
32,F,Não informado,Segunda Graduação,EDU.ESP_EAD,307.44071,0,8,0,9.14,CONCLUIDO,0,1.032640949554896,10,NA,13.0,2,2,8,1,2,11,48.0,0
32,F,Não informado,Segunda Graduação,EDU.ESP_EAD,307.44071,0,8,0,9.14,CONCLUIDO,0,1.032640949554896,10,NA,1.0,1,0,0,0,0,1,44.0,2
40,F,Escola Pública,Vestibular,PED_EAD,151.18,0,8,11,5.94,CONCLUIDO,0,2.122093023255814,13,NA,8.0,4,1,3,0,2,6,44.625,2
40,F,Escola Pública,Vestibular,PED_EAD,151.18,1,8,11,5.94,CONCLUIDO,0,2.122093023255814,13,NA,4.0,2,0,2,0,0,4,43.25,2
24,F,Escola Pública,Vestibular,PED_EAD,196.534,0,8,19,4.35,CONCLUIDO,0,0.2225352112676056,13,NA,16.0,4,2,8,2,1,15,45.125,4
24,F,Escola Pública,Vestibular,PED_EAD,196.534,2,8,19,4.35,CONCLUIDO,0,0.2225352112676056,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
46,F,Escola Pública,Vestibular,PED_EAD,151.18,9,8,1,8.18,CONCLUIDO,0,0.4005763688760806,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
36,F,Não informado,Vestibular,PED_EAD,151.18,0,8,2,7.97,CONCLUIDO,0,0.2061281337047353,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
38,F,Não informado,Vestibular,PED_EAD,151.18,2,8,5,7.29,CONCLUIDO,0,0.7085714285714285,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
23,F,Não informado,Vestibular,PED_EAD,151.18,0,8,1,8.77,CONCLUIDO,0,0.1215469613259668,13,NA,16.0,4,2,8,2,1,15,45.125,4
22,F,Escola Pública,Vestibular,PED_EAD,133.53,1,8,1,8.82,CONCLUIDO,0,0.4214876033057851,13,NA,16.0,4,2,8,2,1,15,45.125,4
27,F,Não informado,Vestibular,PED_EAD,151.18,4,8,0,8.77,ABANDONO,1,0.2740112994350282,13,Questões Financeiras,15.0,5,1,8,1,0,15,42.13333333333333,4
55,F,Escola Pública,Vestibular,HIST_EAD,144.17533,0,8,1,7.77,CONCLUIDO,0,4.179063360881543,10,NA,14.0,5,2,6,1,1,13,46.07142857142857,0
55,F,Escola Pública,Vestibular,HIST_EAD,144.17533,2,8,1,7.78,CONCLUIDO,0,4.179063360881543,10,NA,9.0,2,1,5,1,1,8,45.55555555555556,0
55,F,Escola Pública,Vestibular,SER_SOC_EAD,307.98614,0,8,1,6.2,CONCLUIDO,0,4.179063360881543,4,NA,13.0,4,1,6,2,2,11,43.84615384615385,0
55,F,Escola Pública,Vestibular,SER_SOC_EAD,307.98614,1,8,1,6.2,CONCLUIDO,0,4.179063360881543,4,NA,10.0,3,0,6,1,0,10,44.5,4
30,F,Não informado,Vestibular,PED_EAD,196.534,1,8,2,8.85,CONCLUIDO,0,0.3929618768328445,13,NA,16.0,4,2,8,2,1,15,45.125,4
28,F,Não informado,Vestibular,PED_EAD,151.18,0,8,3,7.66,CONCLUIDO,0,0.3774104683195592,13,NA,16.0,4,2,8,2,1,15,45.125,4
28,F,Não informado,Segunda Graduação,EDU.ESP_EAD,99.002834,0,8,1,7.46,CONCLUIDO,0,0.6267409470752089,10,NA,3.0,3,0,0,0,0,3,42.0,2
28,F,Não informado,Segunda Graduação,EDU.ESP_EAD,99.002834,0,8,1,7.46,CONCLUIDO,0,0.6267409470752089,10,NA,3.0,3,0,0,0,0,3,44.66666666666666,2
45,F,Escola Privada,Vestibular,PED_EAD,151.18,5,8,9,6.28,CONCLUIDO,0,0.1807909604519774,13,NA,3.0,1,0,1,1,0,3,43.66666666666666,2
45,F,Escola Privada,Vestibular,PED_EAD,151.18,12,8,9,6.28,CONCLUIDO,0,0.1807909604519774,13,NA,4.0,2,0,1,1,0,4,43.75,2
43,F,Escola Pública,Reingresso,PED_EAD,237.65496,6,8,3,7.25,CONCLUIDO,0,0.967741935483871,13,NA,3.0,1,0,1,1,0,3,43.66666666666666,2
43,F,Escola Pública,Reingresso,PED_EAD,237.65496,10,8,3,7.25,CONCLUIDO,0,0.967741935483871,13,NA,4.0,2,0,1,1,0,4,43.75,2
30,F,Escola Pública,Vestibular,REC_HUM_EAD,263.90484,4,4,1,0.0,TRANCADA,0,0.0246153846153846,4,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
30,F,Não informado,Vestibular,PED_EAD,151.18,0,8,2,7.47,CONCLUIDO,0,1.7348066298342542,13,NA,3.0,1,0,1,1,0,3,43.66666666666666,2
30,F,Não informado,Vestibular,PED_EAD,151.18,0,8,2,7.47,CONCLUIDO,0,1.7348066298342542,13,NA,4.0,2,0,1,1,0,4,43.75,2
29,F,Escola Pública,Vestibular,REC_HUM_EAD,264.06072,0,4,0,7.59,CONCLUIDO,0,0.6468926553672316,4,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
29,F,Escola Pública,Vestibular,REC_HUM_EAD,264.06072,0,4,0,7.59,CONCLUIDO,0,0.6468926553672316,4,NA,14.0,2,1,10,1,1,13,46.35714285714285,1
30,F,Escola Pública,Vestibular,PED_EAD,299.3364,0,8,5,6.65,CONCLUIDO,0,0.5386740331491713,13,NA,16.0,4,2,8,2,1,15,45.125,4
30,F,Escola Pública,Vestibular,PED_EAD,299.3364,0,8,5,6.65,CONCLUIDO,0,0.5386740331491713,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
40,F,Escola Pública,Segunda Graduação,EDU_ESP_EAD,307.80433,2,8,3,5.38,CONCLUIDO,0,0.4956521739130435,4,NA,7.0,1,0,6,0,1,6,45.0,0
40,F,Escola Pública,Segunda Graduação,PED_EAD,151.18,0,8,4,7.34,CONCLUIDO,0,0.4956521739130435,13,NA,16.0,4,2,8,2,1,15,45.125,4
27,F,Não informado,Vestibular,PED_EAD,151.18,0,8,2,7.77,CONCLUIDO,0,0.2203856749311294,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
39,F,Não informado,Vestibular,EDU.ESP_EAD,99.002834,0,8,0,9.26,CONCLUIDO,0,1.0523415977961432,10,NA,3.0,3,0,0,0,0,3,42.0,2
39,F,Não informado,Vestibular,EDU.ESP_EAD,99.002834,0,8,0,9.26,CONCLUIDO,0,1.0523415977961432,10,NA,3.0,3,0,0,0,0,3,44.66666666666666,2
28,F,Não informado,Vestibular,PED_EAD,151.18,1,8,1,8.5,CONCLUIDO,0,0.396694214876033,13,NA,16.0,4,2,8,2,1,15,45.125,4
49,F,Não informado,Vestibular,PED_EAD,195.92928,1,8,2,8.08,CONCLUIDO,0,0.2513812154696133,13,NA,16.0,4,2,8,2,1,15,45.125,4
36,F,Escola Pública,Vestibular,PED_EAD,151.18,6,8,4,7.58,CONCLUIDO,0,0.7711864406779662,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
36,F,Escola Pública,Vestibular,PED_EAD,151.18,6,8,4,7.58,CONCLUIDO,0,0.7711864406779662,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
35,F,Não informado,Vestibular,PED_EAD,151.18,0,8,3,7.43,CONCLUIDO,0,1.7603550295857988,13,NA,8.0,4,1,3,0,2,6,44.625,2
35,F,Não informado,Vestibular,PED_EAD,151.18,0,8,3,7.43,CONCLUIDO,0,1.7603550295857988,13,NA,4.0,2,0,2,0,0,4,43.25,2
31,F,Não informado,Vestibular,LED_FIS_EAD,307.80433,0,8,0,7.22,CONCLUIDO,0,0.8319559228650137,4,NA,15.0,5,1,7,2,3,12,46.8,3
31,F,Não informado,Vestibular,LED_FIS_EAD,307.80433,2,8,0,7.23,TRANCADA,0,0.8319559228650137,4,NA,10.0,2,0,7,1,1,9,47.4,4
45,F,Não informado,Vestibular,PED_EAD,151.18,0,8,1,7.98,CONCLUIDO,0,0.163323782234957,13,NA,16.0,4,2,8,2,1,15,45.125,4
43,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,1,8,1,7.0,TRANCADA,0,0.0469613259668508,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
43,M,Não informado,Vestibular,LED_FIS_EAD,307.98614,0,8,0,7.75,CONCLUIDO,0,1.4809160305343512,4,NA,10.0,2,0,7,1,1,9,47.4,4
24,F,Não informado,Reingresso,PED_EAD,151.18,4,8,6,7.2,CONCLUIDO,0,0.9970501474926252,13,NA,3.0,1,0,1,1,0,3,43.66666666666666,2
24,F,Não informado,Reingresso,PED_EAD,151.18,11,8,6,7.2,CONCLUIDO,0,0.9970501474926252,13,NA,4.0,2,0,1,1,0,4,43.75,2
24,M,Não informado,Reingresso,LOG_EAD,264.06072,2,4,0,7.47,CONCLUIDO,0,0.5669014084507042,4,NA,11.0,0,1,8,2,2,9,43.90909090909091,1
24,M,Não informado,Reingresso,LOG_EAD,264.06072,5,4,0,7.48,CONCLUIDO,0,0.5669014084507042,4,NA,10.0,0,1,8,1,1,9,45.1,1
40,F,Não informado,Vestibular,PED_EAD,151.18,4,8,11,6.16,CONCLUIDO,0,4.895316804407713,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
40,F,Não informado,Vestibular,PED_EAD,151.18,7,8,11,6.16,CONCLUIDO,0,4.895316804407713,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
26,F,Não informado,Vestibular,PED_EAD,196.534,1,8,0,9.14,CONCLUIDO,0,0.1353591160220994,13,NA,15.0,5,1,8,1,0,15,42.13333333333333,4
41,F,Não informado,Vestibular,PED_EAD,151.18,2,8,2,8.17,CONCLUIDO,0,0.2541436464088398,13,NA,16.0,4,2,8,2,1,15,45.125,4
46,M,Não informado,Vestibular,ADM_EAD,307.80433,0,8,0,8.02,CONCLUIDO,0,0.9805555555555556,8,NA,15.0,5,2,8,0,3,12,43.2,3
46,M,Não informado,Vestibular,ADM_EAD,307.80433,1,8,0,8.02,CONCLUIDO,0,0.9805555555555556,8,NA,1.0,1,0,0,0,1,0,43.0,2
32,F,Não informado,Reingresso,PED_EAD,196.534,4,8,24,2.68,CONCLUIDO,0,0.5179063360881543,13,NA,8.0,4,1,3,0,2,6,44.625,2
32,F,Não informado,Reingresso,PED_EAD,196.534,4,8,24,2.68,CONCLUIDO,0,0.5179063360881543,13,NA,4.0,2,0,2,0,0,4,43.25,2
