idade,genero,ds_ensino_medio,ds_ingresso,cd_curso,valor_mensalidade_liquido,qtd_mensalidade_paga_atraso,qtd_semestres_curso,qtd_reprovacoes,coeficiente_rendimento,situacao,evasao,media_acessos_por_dia,semestres_existencia_curso,categoria_motivo_cancelamento,qtd_professores,qtd_professores_mestrado,qtd_professores_doutorado,qtd_professores_especialista,qtd_professores_graduado,qtd_professores_M,qtd_professores_F,idade_media_professores,cluster
52,F,Não informado,Vestibular,EST_COS_EAD,280.91602,0,5,2,1.95,TRANCADA,0,0.0838709677419354,4,NA,10.0,3,0,6,1,1,9,45.4,0
24,M,Não informado,Transferência,BED_FIS_EAD,362.34733,1,8,7,5.14,CONCLUIDO,0,0.4631268436578171,4,NA,14.0,4,1,8,1,3,11,45.21428571428572,3
24,M,Não informado,Transferência,BED_FIS_EAD,362.34733,1,8,7,5.14,CONCLUIDO,0,0.4631268436578171,4,NA,10.0,2,0,8,0,1,9,45.1,0
29,F,Não informado,Vestibular,REC_HUM_EAD,264.06072,1,4,0,8.43,CONCLUIDO,0,0.7479224376731302,4,NA,13.0,3,1,8,1,1,12,45.15384615384615,1
29,F,Não informado,Vestibular,REC_HUM_EAD,264.06072,3,4,0,8.42,CONCLUIDO,0,0.7479224376731302,4,NA,11.0,2,0,8,1,0,11,45.54545454545455,0
27,F,Não informado,Transferência,PROC_GERE,263.90484,0,4,0,7.86,CONCLUIDO,0,0.6049723756906077,14,NA,13.0,2,2,8,1,4,9,41.0,1
40,F,Não informado,Vestibular,GES_PUB_EAD,310.82472,5,4,7,0.0,ABANDONO,1,0.0037037037037037,4,Questões Financeiras,12.0,2,1,8,1,2,10,42.083333333333336,1
19,F,Não informado,Vestibular,GES_COM_EAD,308.6424,0,4,0,9.05,TRANCADA,0,0.2421052631578947,4,NA,12.0,2,1,8,1,2,10,43.833333333333336,1
25,F,Não informado,Vestibular,PRO_GER_EAD,264.06072,0,4,2,6.24,CONCLUIDO,0,0.950413223140496,5,NA,13.0,1,2,8,2,4,9,45.92307692307692,1
25,F,Não informado,Vestibular,PRO_GER_EAD,264.06072,1,4,2,6.24,CONCLUIDO,0,0.950413223140496,5,NA,11.0,2,1,7,1,1,10,46.36363636363637,1
46,M,Não informado,Transferência,REC_HUM_EAD,310.66884,7,4,4,0.0,ABANDONO,1,0.039568345323741,4,Problemas Técnicos ou Administrativos,14.0,2,1,10,1,1,13,46.35714285714285,1
23,M,Não informado,Vestibular,GESFIN_EAD,310.82472,1,4,0,6.95,TRANCADA,0,0.0386740331491712,8,NA,16.0,4,2,9,1,3,13,41.375,1
24,F,Não informado,Vestibular,GES_HOS_EAD,99.00227200000003,2,6,2,1.0,TRANCADA,0,0.0169491525423728,4,NA,10.0,2,1,5,2,1,9,45.6,0
23,M,Não informado,Vestibular,PRO_IND_EAD,280.75019000000003,2,6,3,3.38,TRANCADA,0,0.1049723756906077,4,NA,13.0,2,3,6,2,3,10,45.69230769230769,3
42,M,Não informado,Segunda Graduação,SER_SOC_EAD,307.98614,0,8,0,7.78,CONCLUIDO,0,0.5186246418338109,4,NA,13.0,4,1,6,2,2,11,43.84615384615385,0
42,M,Não informado,Segunda Graduação,SER_SOC_EAD,307.98614,0,8,0,7.78,CONCLUIDO,0,0.5186246418338109,4,NA,10.0,3,0,6,1,0,10,44.5,4
27,F,Não informado,Vestibular,GES_MAR_EAD,264.06072,0,4,11,3.49,CONCLUIDO,0,0.9640883977900552,4,NA,9.0,1,1,6,1,1,8,44.55555555555556,1
27,F,Não informado,Vestibular,GES_MAR_EAD,264.06072,0,4,11,3.49,CONCLUIDO,0,0.9640883977900552,4,NA,19.0,4,2,12,1,3,16,43.8421052631579,1
24,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,1,8,9,3.85,CONCLUIDO,0,0.4106145251396648,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
24,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,1,8,9,3.85,CONCLUIDO,0,0.4106145251396648,4,NA,14.0,4,0,9,1,0,14,43.642857142857146,4
37,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,1,8,0,7.98,CONCLUIDO,0,0.48,4,NA,20.0,9,1,9,1,3,17,43.05,3
37,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,6,8,0,7.98,CONCLUIDO,0,0.48,4,NA,15.0,5,0,8,2,0,15,45.0,4
45,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,0,8,0,8.92,CONCLUIDO,0,2.159159159159159,4,NA,20.0,9,1,9,1,3,17,43.05,3
45,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,0,8,0,8.92,CONCLUIDO,0,2.159159159159159,4,NA,15.0,5,0,8,2,0,15,45.0,4
38,F,Não informado,Vestibular,REC_HUM_EAD,310.82472,2,4,0,7.8,CONCLUIDO,0,1.0473186119873816,4,NA,13.0,3,1,8,1,1,12,45.15384615384615,1
38,F,Não informado,Vestibular,REC_HUM_EAD,310.82472,5,4,0,7.8,CONCLUIDO,0,1.0473186119873816,4,NA,11.0,2,0,8,1,0,11,45.54545454545455,0
43,M,Não informado,Vestibular,BED_FIS_EAD,307.98614,0,8,3,6.72,CONCLUIDO,0,2.172222222222222,4,NA,14.0,4,1,8,1,3,11,45.21428571428572,3
43,M,Não informado,Vestibular,BED_FIS_EAD,307.98614,0,8,3,6.72,CONCLUIDO,0,2.172222222222222,4,NA,10.0,2,0,8,0,1,9,45.1,4
29,M,Não informado,Transferência,ADM_EAD,307.80433,2,8,2,6.28,CONCLUIDO,0,0.8292011019283747,8,NA,14.0,2,2,8,2,3,11,45.57142857142857,0
29,M,Não informado,Transferência,ADM_EAD,307.80433,4,8,2,6.28,TRANCADA,0,0.8292011019283747,8,NA,12.0,2,1,8,1,1,11,45.333333333333336,0
26,F,Não informado,Vestibular,ADM_EAD,362.34733,3,8,2,0.0,CONCLUIDO,0,0.0900621118012422,8,NA,15.0,5,2,8,0,3,12,43.2,3
26,F,Não informado,Vestibular,ADM_EAD,362.34733,6,8,2,0.0,TRANCADA,0,0.0900621118012422,8,NA,1.0,1,0,0,0,1,0,43.0,2
22,F,Não informado,Transferência,LIC_PED_EAD,307.80433,0,8,4,6.21,CONCLUIDO,0,0.6391184573002755,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
22,F,Não informado,Transferência,LIC_PED_EAD,307.80433,2,8,4,6.21,CONCLUIDO,0,0.6391184573002755,4,NA,14.0,4,0,9,1,0,14,43.642857142857146,4
33,M,Não informado,Transferência,CIC_EAD,99.002834,0,8,1,7.7,CONCLUIDO,0,2.0633608815427,8,NA,9.0,2,2,5,0,1,8,44.55555555555556,2
33,M,Não informado,Transferência,CIC_EAD,99.002834,0,8,1,7.7,CONCLUIDO,0,2.0633608815427,8,NA,19.0,4,2,12,1,4,15,42.94736842105263,3
40,M,Não informado,Vestibular,MAT_EAD,307.80433,0,8,4,5.9,CONCLUIDO,0,0.8319559228650137,8,NA,15.0,5,2,7,1,1,14,45.46666666666667,0
40,M,Não informado,Vestibular,MAT_EAD,307.80433,6,8,4,5.9,CONCLUIDO,0,0.8319559228650137,8,NA,10.0,3,0,6,1,1,9,45.2,4
27,F,Não informado,Vestibular,ADM_EAD,307.98614,6,8,6,1.57,ABANDONO,1,0.0263157894736842,8,Questões Financeiras,14.0,2,2,8,2,3,11,45.57142857142857,0
22,F,Não informado,Vestibular,ADM_EAD,307.98614,0,8,2,6.62,CONCLUIDO,0,0.5151515151515151,8,NA,14.0,2,2,8,2,3,11,45.57142857142857,0
22,F,Não informado,Vestibular,ADM_EAD,307.98614,1,8,2,6.62,CONCLUIDO,0,0.5151515151515151,8,NA,12.0,2,1,8,1,1,11,45.333333333333336,0
24,F,Não informado,Vestibular,LED_FIS_EAD,307.98614,1,8,2,6.96,CONCLUIDO,0,0.5606936416184971,4,NA,15.0,5,1,7,2,3,12,46.8,3
24,F,Não informado,Vestibular,LED_FIS_EAD,307.98614,1,8,2,6.96,CONCLUIDO,0,0.5606936416184971,4,NA,16.0,6,1,8,1,1,15,43.6875,3
24,F,Não informado,Vestibular,LIC_PED_EAD,307.80433,5,8,2,0.0,ABANDONO,1,0.0,4,Questões Financeiras,20.0,9,1,9,1,3,17,43.05,3
35,M,Não informado,Vestibular,LOG_EAD,264.06072,1,4,10,2.53,CONCLUIDO,0,1.0055096418732783,4,NA,11.0,0,1,8,2,2,9,43.90909090909091,1
35,M,Não informado,Vestibular,LOG_EAD,264.06072,9,4,10,2.53,ABANDONO,1,1.0055096418732783,4,Problemas Técnicos ou Administrativos,10.0,0,1,8,1,1,9,45.1,1
50,F,Não informado,Segunda Graduação,REC_HUM_EAD,264.06072,1,4,11,2.53,CONCLUIDO,0,0.8356545961002786,4,NA,13.0,3,1,8,1,1,12,45.15384615384615,1
50,F,Não informado,Segunda Graduação,REC_HUM_EAD,264.06072,2,4,11,2.53,CONCLUIDO,0,0.8356545961002786,4,NA,11.0,2,0,8,1,0,11,45.54545454545455,1
29,M,Não informado,Vestibular,GES_AGR_EAD,264.06072,0,6,8,2.9,CONCLUIDO,0,0.2423398328690807,4,NA,11.0,2,1,7,1,1,10,43.27272727272727,1
29,M,Não informado,Vestibular,GES_AGR_EAD,264.06072,3,6,8,2.9,CONCLUIDO,0,0.2423398328690807,4,NA,7.0,1,1,5,0,0,7,42.71428571428572,2
37,M,Não informado,Vestibular,LIC_PED_EAD,30.907699999999977,0,8,0,8.5,CONCLUIDO,0,0.9393939393939394,4,NA,20.0,9,1,9,1,3,17,43.05,3
37,M,Não informado,Vestibular,LIC_PED_EAD,30.907699999999977,1,8,0,8.5,TRANCADA,0,0.9393939393939394,4,NA,15.0,5,0,8,2,0,15,45.0,4
42,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,0,8,0,8.92,CONCLUIDO,0,1.1424581005586592,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
42,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,0,8,0,8.92,CONCLUIDO,0,1.1424581005586592,4,NA,14.0,4,0,9,1,0,14,43.642857142857146,4
31,F,Não informado,Vestibular,ADM_EAD,307.98614,0,8,1,7.59,CONCLUIDO,0,0.7577464788732394,8,NA,14.0,2,2,8,2,3,11,45.57142857142857,0
31,F,Não informado,Vestibular,ADM_EAD,307.98614,0,8,1,7.59,TRANCADA,0,0.7577464788732394,8,NA,12.0,2,1,8,1,1,11,45.333333333333336,0
21,F,Não informado,Vestibular,LIC_LET_EAD,307.80433,4,8,6,3.72,CONCLUIDO,0,0.392156862745098,4,NA,11.0,3,2,5,1,1,10,46.09090909090909,0
21,F,Não informado,Vestibular,LIC_LET_EAD,307.80433,6,8,6,3.72,TRANCADA,0,0.392156862745098,4,NA,5.0,0,0,5,0,0,5,42.4,2
34,M,Não informado,Vestibular,BED_FIS_EAD,307.80433,1,8,0,8.63,CONCLUIDO,0,0.9256198347107438,4,NA,14.0,4,1,8,1,3,11,45.21428571428572,3
34,M,Não informado,Vestibular,BED_FIS_EAD,307.80433,1,8,0,8.63,CONCLUIDO,0,0.9256198347107438,4,NA,10.0,2,0,8,0,1,9,45.1,0
51,F,Não informado,Vestibular,GES_AMB_EAD,264.06072,0,4,3,6.13,CONCLUIDO,0,1.3040752351097178,4,NA,12.0,3,2,6,1,1,11,44.583333333333336,1
51,F,Não informado,Vestibular,GES_AMB_EAD,264.06072,1,4,3,6.13,CONCLUIDO,0,1.3040752351097178,4,NA,19.0,4,2,12,1,3,16,43.8421052631579,1
47,F,Não informado,Vestibular,PRO_GER_EAD,99.00227200000003,0,4,0,8.34,CONCLUIDO,0,0.946927374301676,5,NA,13.0,1,2,8,2,4,9,45.92307692307692,1
47,F,Não informado,Vestibular,PRO_GER_EAD,99.00227200000003,0,4,0,8.34,CONCLUIDO,0,0.946927374301676,5,NA,11.0,2,1,7,1,1,10,46.36363636363637,1
27,M,Não informado,Vestibular,PRO_IND_EAD,330.49919,1,6,3,4.91,CONCLUIDO,0,0.1638888888888889,4,NA,13.0,2,3,6,2,3,10,45.69230769230769,3
27,M,Não informado,Vestibular,PRO_IND_EAD,330.49919,4,6,3,4.91,TRANCADA,0,0.1638888888888889,4,NA,9.0,2,0,6,1,0,9,46.55555555555556,0
28,M,Não informado,Transferência,BED_FIS_EAD,307.80433,1,8,2,4.32,TRANCADA,0,0.15,4,NA,14.0,4,1,8,1,3,11,45.21428571428572,3
41,M,Não informado,Vestibular,LOG_EAD,264.06072,2,4,1,7.59,CONCLUIDO,0,1.2112676056338028,4,NA,11.0,0,1,8,2,2,9,43.90909090909091,1
41,M,Não informado,Vestibular,LOG_EAD,264.06072,4,4,1,7.59,CONCLUIDO,0,1.2112676056338028,4,NA,10.0,0,1,8,1,1,9,45.1,1
21,M,Não informado,Vestibular,LED_FIS_EAD,307.98614,3,8,11,2.45,CONCLUIDO,0,0.4634831460674157,4,NA,15.0,5,1,7,2,3,12,46.8,3
21,M,Não informado,Vestibular,LED_FIS_EAD,307.98614,5,8,11,2.45,CONCLUIDO,0,0.4634831460674157,4,NA,10.0,2,0,7,1,1,9,47.4,4
20,F,Não informado,Vestibular,LED_FIS_EAD,307.98614,0,8,3,3.14,TRANCADA,0,0.0,4,NA,15.0,5,1,7,2,3,12,46.8,3
27,M,Não informado,Vestibular,LOG_EAD,310.82472,2,4,7,3.45,CONCLUIDO,0,0.3370473537604457,4,NA,11.0,0,1,8,2,2,9,43.90909090909091,1
27,M,Não informado,Vestibular,LOG_EAD,310.82472,3,4,7,3.45,CONCLUIDO,0,0.3370473537604457,4,NA,10.0,0,1,8,1,1,9,45.1,1
26,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,0,8,0,8.68,CONCLUIDO,0,0.649171270718232,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
26,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,0,8,0,8.68,CONCLUIDO,0,0.649171270718232,4,NA,14.0,4,0,9,1,0,14,43.642857142857146,4
29,F,Não informado,Vestibular,EDU_ESP_EAD,307.98614,2,8,3,2.05,TRANCADA,0,0.0470914127423822,4,NA,11.0,4,2,4,1,1,10,46.72727272727273,0
49,F,Não informado,Vestibular,GES_COM_EAD,264.06072,1,4,0,7.37,CONCLUIDO,0,1.3426966292134832,4,NA,12.0,2,1,8,1,2,10,43.833333333333336,1
49,F,Não informado,Vestibular,GES_COM_EAD,264.06072,1,4,0,7.37,CONCLUIDO,0,1.3426966292134832,4,NA,8.0,1,0,7,0,0,8,46.375,0
49,M,Não informado,Vestibular,LED_FIS_EAD,99.002834,6,8,4,2.77,TRANCADA,0,0.2244318181818181,4,NA,15.0,5,1,7,2,3,12,46.8,3
27,M,Não informado,Vestibular,GES_COM_EAD,264.06072,2,4,1,6.91,CONCLUIDO,0,0.2974504249291784,4,NA,12.0,2,1,8,1,2,10,43.833333333333336,1
27,M,Não informado,Vestibular,GES_COM_EAD,264.06072,7,4,1,6.91,CONCLUIDO,0,0.2974504249291784,4,NA,8.0,1,0,7,0,0,8,46.375,0
27,F,Não informado,Vestibular,GES_COM_EAD,263.561904,3,4,1,6.88,CONCLUIDO,0,0.4475920679886686,4,NA,12.0,2,1,8,1,2,10,43.833333333333336,1
27,F,Não informado,Vestibular,GES_COM_EAD,263.561904,8,4,1,6.88,CONCLUIDO,0,0.4475920679886686,4,NA,8.0,1,0,7,0,0,8,46.375,0
24,M,Não informado,Vestibular,PRO_GER_EAD,264.06072,2,4,1,6.4,TRANCADA,0,0.05,5,NA,13.0,1,2,8,2,4,9,45.92307692307692,1
32,F,Não informado,Vestibular,REC_HUM_EAD,264.06072,5,4,6,4.26,CONCLUIDO,0,1.2445054945054943,4,NA,13.0,3,1,8,1,1,12,45.15384615384615,1
32,F,Não informado,Vestibular,REC_HUM_EAD,264.06072,12,4,6,4.26,CONCLUIDO,0,1.2445054945054943,4,NA,11.0,2,0,8,1,0,11,45.54545454545455,1
28,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,1,8,3,3.67,TRANCADA,0,0.2957746478873239,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
29,M,Não informado,Vestibular,LED_FIS_EAD,307.98614,0,8,2,4.5,TRANCADA,0,0.1301939058171745,4,NA,15.0,5,1,7,2,3,12,46.8,3
36,F,Não informado,Vestibular,LIC_PED_EAD,362.52914,5,8,2,5.02,CONCLUIDO,0,0.8137254901960784,4,NA,20.0,9,1,9,1,3,17,43.05,3
36,F,Não informado,Vestibular,LIC_PED_EAD,362.52914,10,8,2,5.02,CONCLUIDO,0,0.8137254901960784,4,NA,15.0,5,0,8,2,0,15,45.0,4
21,F,Não informado,Transferência,ADM_EAD,362.52914,3,8,9,2.34,CONCLUIDO,0,0.3611111111111111,8,NA,14.0,2,2,8,2,3,11,45.57142857142857,0
21,F,Não informado,Transferência,ADM_EAD,362.52914,9,8,9,2.34,TRANCADA,0,0.3611111111111111,8,NA,19.0,4,2,12,1,4,15,42.8421052631579,3
47,F,Não informado,Vestibular,LIC_PED_EAD,362.52914,7,8,4,6.16,CONCLUIDO,0,0.3097345132743362,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
47,F,Não informado,Vestibular,LIC_PED_EAD,362.52914,19,8,4,6.16,CONCLUIDO,0,0.3097345132743362,4,NA,14.0,4,0,9,1,0,14,43.642857142857146,4
23,F,Não informado,Transferência,LIC_PED_EAD,307.80433,0,8,3,6.58,CONCLUIDO,0,1.699438202247191,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
23,F,Não informado,Transferência,LIC_PED_EAD,307.80433,0,8,3,6.58,CONCLUIDO,0,1.699438202247191,4,NA,14.0,4,0,9,1,0,14,43.642857142857146,4
52,F,Não informado,Vestibular,LIC_PED_EAD,362.638226,3,8,5,0.36,CONCLUIDO,0,0.0951008645533141,4,NA,20.0,9,1,9,1,3,17,43.05,3
52,F,Não informado,Vestibular,LIC_PED_EAD,362.638226,9,8,5,0.36,ABANDONO,1,0.0951008645533141,4,Problemas Técnicos ou Administrativos,15.0,5,0,8,2,0,15,45.0,4
44,M,Não informado,Vestibular,PRO_IND_EAD,280.91602,0,6,0,7.81,CONCLUIDO,0,1.4930747922437673,4,NA,13.0,2,3,6,2,3,10,45.69230769230769,3
44,M,Não informado,Vestibular,PRO_IND_EAD,280.91602,0,6,0,7.81,CONCLUIDO,0,1.4930747922437673,4,NA,9.0,2,0,6,1,0,9,46.55555555555556,0
39,M,Não informado,Vestibular,LED_FIS_EAD,307.98614,0,8,0,9.65,TRANCADA,0,0.0303030303030303,4,NA,15.0,5,1,7,2,3,12,46.8,3
31,F,Não informado,Vestibular,PRO_IND_EAD,330.49919,5,6,1,4.4,TRANCADA,0,0.1149425287356321,4,NA,13.0,2,3,6,2,3,10,45.69230769230769,3
21,M,Não informado,Vestibular,ADM_EAD,307.98614,0,8,0,8.3,TRANCADA,0,0.2727272727272727,8,NA,14.0,2,2,8,2,3,11,45.57142857142857,0
21,M,Não informado,Vestibular,ADM_EAD,307.98614,0,8,0,8.3,TRANCADA,0,0.2727272727272727,8,NA,12.0,2,1,8,1,1,11,45.333333333333336,0
28,M,Não informado,ENEM,BED_FIS_EAD,307.98614,0,8,5,5.31,CONCLUIDO,0,0.6225895316804407,4,NA,14.0,4,1,8,1,3,11,45.21428571428572,3
28,M,Não informado,ENEM,BED_FIS_EAD,307.98614,1,8,5,5.31,CONCLUIDO,0,0.6225895316804407,4,NA,10.0,2,0,8,0,1,9,45.1,0
44,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,0,8,8,3.74,CONCLUIDO,0,0.581267217630854,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
44,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,2,8,8,3.74,CONCLUIDO,0,0.581267217630854,4,NA,14.0,4,0,9,1,0,14,43.642857142857146,4
36,F,Não informado,Transferência,CIC_EAD,307.80433,0,8,0,7.79,CONCLUIDO,0,0.9944903581267218,8,NA,13.0,3,2,6,2,1,12,45.0,0
36,F,Não informado,Transferência,CIC_EAD,307.80433,0,8,0,7.79,CONCLUIDO,0,0.9944903581267218,8,NA,11.0,1,1,8,1,0,11,45.54545454545455,0
21,M,Não informado,Vestibular,PRO_IND_EAD,280.91602,5,6,7,0.11,ABANDONO,1,0.0,4,Problemas Técnicos ou Administrativos,13.0,2,3,6,2,3,10,45.69230769230769,3
30,F,Não informado,Vestibular,LOG_EAD,264.06072,0,4,0,7.83,CONCLUIDO,0,1.1960227272727273,4,NA,11.0,0,1,8,2,2,9,43.90909090909091,1
30,F,Não informado,Vestibular,LOG_EAD,264.06072,1,4,0,7.83,CONCLUIDO,0,1.1960227272727273,4,NA,10.0,0,1,8,1,1,9,45.1,1
26,F,Não informado,Vestibular,BED_FIS_EAD,307.44071,0,8,0,7.63,CONCLUIDO,0,0.675,4,NA,14.0,4,1,8,1,3,11,45.21428571428572,3
26,F,Não informado,Vestibular,BED_FIS_EAD,307.44071,0,8,0,7.63,CONCLUIDO,0,0.675,4,NA,10.0,2,0,8,0,1,9,45.1,0
36,F,Não informado,Transferência,LIC_PED_EAD,362.34733,7,8,7,4.3,CONCLUIDO,0,1.0898876404494382,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
36,F,Não informado,Transferência,LIC_PED_EAD,362.34733,14,8,7,4.3,CONCLUIDO,0,1.0898876404494382,4,NA,14.0,4,0,9,1,0,14,43.642857142857146,4
61,M,Não informado,Vestibular,REC_HUM_EAD,264.06072,0,4,1,4.67,CONCLUIDO,0,1.7245508982035929,4,NA,14.0,2,1,10,1,1,13,46.35714285714285,1
23,F,Não informado,Vestibular,LED_FIS_EAD,363.58,5,8,2,0.0,TRANCADA,0,0.0146627565982404,4,NA,15.0,5,1,7,2,3,12,46.8,3
55,F,Não informado,Transferência,GES_COM_EAD,310.66884,5,4,0,7.62,CONCLUIDO,0,1.2485380116959064,4,NA,12.0,2,1,8,1,2,10,43.833333333333336,1
55,F,Não informado,Transferência,GES_COM_EAD,310.66884,12,4,0,7.62,CONCLUIDO,0,1.2485380116959064,4,NA,8.0,1,0,7,0,0,8,46.375,1
46,F,Não informado,Vestibular,LIC_PED_EAD,99.002834,0,8,3,7.41,CONCLUIDO,0,3.0,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
46,F,Não informado,Vestibular,LIC_PED_EAD,99.002834,0,8,3,7.41,CONCLUIDO,0,3.0,4,NA,14.0,4,0,9,1,0,14,43.642857142857146,4
34,F,Não informado,Transferência,LIC_PED_EAD,362.34733,3,8,11,2.37,CONCLUIDO,0,0.382636655948553,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
34,F,Não informado,Transferência,LIC_PED_EAD,362.34733,8,8,11,2.37,CONCLUIDO,0,0.382636655948553,4,NA,14.0,4,0,9,1,0,14,43.642857142857146,4
49,F,Não informado,Transferência,LIC_PED_EAD,307.80433,1,8,3,6.54,CONCLUIDO,0,1.7797101449275363,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
49,F,Não informado,Transferência,LIC_PED_EAD,307.80433,3,8,3,6.54,CONCLUIDO,0,1.7797101449275363,4,NA,20.0,9,1,9,1,3,17,43.05,3
43,F,Não informado,Vestibular,EST_COS_EAD,331.66,4,5,2,2.1,TRANCADA,0,0.0360110803324099,4,NA,10.0,3,0,6,1,1,9,45.4,0
38,F,Não informado,Vestibular,GESFIN_EAD,264.06072,0,4,0,8.06,CONCLUIDO,0,0.6123595505617978,8,NA,16.0,4,2,9,1,3,13,41.375,1
38,F,Não informado,Vestibular,GESFIN_EAD,264.06072,0,4,0,8.06,CONCLUIDO,0,0.6123595505617978,8,NA,10.0,1,1,8,0,0,10,44.1,2
41,F,Não informado,Vestibular,BED_FIS_EAD,307.98614,1,8,0,7.78,TRANCADA,0,0.7815126050420168,4,NA,14.0,4,1,8,1,3,11,45.21428571428572,3
44,M,Não informado,Vestibular,LOG_EAD,264.06072,5,4,0,8.26,CONCLUIDO,0,0.9502923976608189,4,NA,11.0,0,1,8,2,2,9,43.90909090909091,1
44,M,Não informado,Vestibular,LOG_EAD,264.06072,11,4,0,8.26,CONCLUIDO,0,0.9502923976608189,4,NA,10.0,0,1,8,1,1,9,45.1,1
26,M,Não informado,Vestibular,ADM_EAD,362.52914,5,8,1,6.15,TRANCADA,0,0.0429799426934097,8,NA,14.0,2,2,8,2,3,11,45.57142857142857,0
21,M,Não informado,Vestibular,REC_HUM_EAD,311.72,1,4,11,1.52,CONCLUIDO,0,0.1075581395348837,4,NA,13.0,3,1,8,1,1,12,45.15384615384615,1
21,M,Não informado,Vestibular,REC_HUM_EAD,311.72,7,4,11,1.52,CONCLUIDO,0,0.1075581395348837,4,NA,11.0,2,0,8,1,0,11,45.54545454545455,1
33,M,Não informado,Vestibular,PRO_IND_EAD,280.91602,6,6,0,7.87,CONCLUIDO,0,0.7877906976744186,4,NA,13.0,2,3,6,2,3,10,45.69230769230769,3
33,M,Não informado,Vestibular,PRO_IND_EAD,280.91602,11,6,0,7.87,CONCLUIDO,0,0.7877906976744186,4,NA,9.0,2,0,6,1,0,9,46.55555555555556,1
36,F,Não informado,Vestibular,CIC_EAD,307.98614,0,8,10,2.55,CONCLUIDO,0,0.5617977528089888,8,NA,13.0,3,2,6,2,1,12,45.0,0
36,F,Não informado,Vestibular,CIC_EAD,307.98614,0,8,10,2.55,CONCLUIDO,0,0.5617977528089888,8,NA,19.0,4,2,12,1,4,15,42.94736842105263,3
30,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,2,8,0,8.14,CONCLUIDO,0,0.7478260869565218,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
30,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,2,8,0,8.14,CONCLUIDO,0,0.7478260869565218,4,NA,14.0,4,0,9,1,0,14,43.642857142857146,4
27,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,6,8,1,7.03,TRANCADA,0,0.0994318181818181,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
53,F,Não informado,Transferência,SER_SOC_EAD,362.34733,0,8,1,6.0,TRANCADA,0,0.4027777777777778,4,NA,13.0,4,1,6,2,2,11,43.84615384615385,0
36,M,Não informado,Vestibular,EDU_ESP_EAD,307.98614,0,8,0,8.5,CONCLUIDO,0,1.303370786516854,4,NA,11.0,4,2,4,1,1,10,46.72727272727273,0
36,M,Não informado,Vestibular,EDU_ESP_EAD,307.98614,0,8,0,8.5,CONCLUIDO,0,1.303370786516854,4,NA,7.0,1,0,6,0,1,6,45.0,0
40,M,Não informado,Vestibular,ADM_EAD,307.98614,0,8,0,8.42,CONCLUIDO,0,0.5646067415730337,8,NA,14.0,2,2,8,2,3,11,45.57142857142857,0
40,M,Não informado,Vestibular,ADM_EAD,307.98614,0,8,0,8.42,CONCLUIDO,0,0.5646067415730337,8,NA,12.0,2,1,8,1,1,11,45.333333333333336,0
49,M,Não informado,Vestibular,GES_COM_EAD,264.06072,0,4,0,8.04,CONCLUIDO,0,1.7458563535911602,4,NA,12.0,2,1,8,1,2,10,43.833333333333336,1
49,M,Não informado,Vestibular,GES_COM_EAD,264.06072,0,4,0,8.04,CONCLUIDO,0,1.7458563535911602,4,NA,8.0,1,0,7,0,0,8,46.375,0
21,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,1,8,0,8.43,CONCLUIDO,0,0.4285714285714285,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
21,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,1,8,0,8.43,CONCLUIDO,0,0.4285714285714285,4,NA,14.0,4,0,9,1,0,14,43.642857142857146,4
53,M,Não informado,Vestibular,REC_HUM_EAD,264.06072,1,4,2,6.02,CONCLUIDO,0,1.221556886227545,4,NA,13.0,3,1,8,1,1,12,45.15384615384615,1
